,fields.categorieentreprise,fields.etatadministratifunitelegale,fields.geolocetablissement,fields.trancheeffectifsunitelegale,fields.trancheeffectifsunitelegaletriable,fields.siretsiegeunitelegale,fields.siret,fields.etablissementsiege,fields.sectionunitelegale,fields.codepostaletablissement,fields.caractereemployeurunitelegale,fields.datecreationunitelegale,fields.datecreationetablissement,fields.denominationunitelegale,geometry.type,geometry.coordinates
5080,,Active,"[48.87568, 2.341707]",,,80761174400010,80761174400010,oui,Autres activités de services,75009.0,Non,2014-10-21,2014-10-21,9EME NATURE,Point,"[2.341707, 48.87568]"
5081,PME,Active,"[48.877087, 2.351955]",1 ou 2 salariés,01,45002466600015,45002466600023,non,Autres activités de services,75010.0,Oui,2003-06-02,2003-06-02,CENTRE PSYCHANALYTIQUE CONSULT TRAITEMEN,Point,"[2.351955, 48.877087]"
5082,,Active,"[48.832859, 2.370383]",,,82780972400012,82780972400012,oui,Autres activités de services,75013.0,Non,2016-10-01,2016-10-01,COMPOS13,Point,"[2.370383, 48.832859]"
5083,PME,Active,"[45.941731, 0.478071]",0 salarié,00,81183926500022,81183926500022,oui,"Arts, spectacles et activités récréatives",16450.0,Oui,2015-06-02,2018-02-27,LES CHIENS ANDALOUS,Point,"[0.478071, 45.941731]"
5084,PME,Active,"[48.890069, 2.347335]",1 ou 2 salariés,01,42111154300045,42111154300045,oui,"Arts, spectacles et activités récréatives",75018.0,Oui,1998-04-23,2008-03-11,ASS LA STRADA DEL ARTE,Point,"[2.347335, 48.890069]"
5085,PME,Active,"[48.879987, 2.36535]",10 à 19 salariés,11,30021824500045,30021824500045,oui,"Arts, spectacles et activités récréatives",75010.0,Oui,1900-01-01,1999-02-12,SOC DES REALISATEURS DE FILMS,Point,"[2.36535, 48.879987]"
5086,PME,Active,"[48.899056, 2.283781]",Etablissement non employeur,-1,75229608700014,75229608700014,oui,Autres activités de services,92300.0,Oui,2011-10-21,2011-10-21,ASS CITYZENMOMES,Point,"[2.283781, 48.899056]"
5087,,Active,"[48.888584, 2.373253]",Etablissement non employeur,-1,44333920500025,44333920500025,oui,Autres activités de services,75019.0,Non,1978-05-10,2005-03-02,MARTIGUA SPORTS CULTURE & LOISIRS,Point,"[2.373253, 48.888584]"
5088,PME,Active,"[48.89737, 2.33739]",1 ou 2 salariés,01,44381965100029,44381965100029,oui,Autres activités de services,75018.0,Oui,2002-10-22,2005-01-01,}EGENERATION{,Point,"[2.33739, 48.89737]"
5089,PME,Active,"[48.826272, 2.317329]",3 à 5 salariés,02,53855611900013,53855611900013,oui,"Arts, spectacles et activités récréatives",75014.0,Oui,2011-10-17,2011-10-17,BABBEL,Point,"[2.317329, 48.826272]"
5090,PME,Active,"[48.870856, 2.305367]",Etablissement non employeur,-1,75261576500027,75261576500027,oui,Autres activités de services,75008.0,Non,2012-05-08,2012-08-21,UNION INTERNATIONALE DES ORGANISATIONS DE SECOURS ET SOINS MEDICAUX,Point,"[2.305367, 48.870856]"
5091,PME,Active,"[43.288508, 5.399393]",0 salarié,00,43371136300054,43371136300039,non,"Arts, spectacles et activités récréatives",13005.0,Oui,2000-08-03,2008-10-22,COMPAGNIE COMCA,Point,"[5.399393, 43.288508]"
5092,,Active,"[48.829774, 2.327796]",,,82095933600018,82095933600018,oui,Autres activités de services,75014.0,Non,2016-04-19,2016-04-19,RENDEZ-VOUS,Point,"[2.327796, 48.829774]"
5093,,Active,"[48.836731, 2.395416]",,,79537851200011,79537851200011,oui,"Arts, spectacles et activités récréatives",75012.0,Non,2013-08-21,2013-08-21,NOVA'C,Point,"[2.395416, 48.836731]"
5094,PME,Active,"[48.844496, 2.344017]",1 ou 2 salariés,01,41972519700018,41972519700018,oui,Autres activités de services,75005.0,Oui,1998-01-01,1998-01-01,STE FRANCAISE DE STATISTIQUE,Point,"[2.344017, 48.844496]"
5095,PME,Active,"[48.83659, 2.403123]",1 ou 2 salariés,01,41751028600038,41751028600038,oui,"Arts, spectacles et activités récréatives",75012.0,Oui,1997-11-18,2005-10-10,LE CANARI BLEU,Point,"[2.403123, 48.83659]"
5096,PME,Active,"[48.866879, 2.375511]",6 à 9 salariés,03,45223637500013,45223637500013,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,2003-11-27,2003-11-27,BRESIL-SUR-SEINE,Point,"[2.375511, 48.866879]"
5097,PME,Active,"[48.839825, 2.399238]",6 à 9 salariés,03,40776698900021,40776698900021,oui,Enseignement,75012.0,Oui,1996-05-17,1996-05-17,ASS DESTINATION MUSIQUE,Point,"[2.399238, 48.839825]"
5098,,Active,"[48.833323, 2.326302]",,,52886306100024,52886306100024,oui,Autres activités de services,75014.0,Non,1980-06-03,2012-07-12,ASSOCIATION SPORTIVE DU LYCEE ERIK SATIE,Point,"[2.326302, 48.833323]"
5099,,Active,"[48.826591, 2.332136]",,,81955612700028,81955612700010,non,Santé humaine et action sociale,75014.0,Non,2016-03-18,2016-03-18,ASSOCIATION FRANCAISE DE L'INTELLIGENCE EMOTIONNELLE,Point,"[2.332136, 48.826591]"
5100,,Active,"[48.890788, 2.370188]",,,80536535000018,80536535000018,oui,Autres activités de services,75019.0,Non,2011-07-08,2011-07-08,ASSOCIATION DES PARENTS D'ELEVES DU 132 RUE D'AUBERVILLIERS,Point,"[2.370188, 48.890788]"
5101,,Active,"[48.808227, 2.367088]",,,81022485700013,81022485700013,oui,Autres activités de services,94270.0,Non,2011-12-15,2011-12-15,ALTER/REALITES,Point,"[2.367088, 48.808227]"
5102,PME,Active,"[48.820512, 2.316937]",Etablissement non employeur,-1,30823523300027,30823523300050,non,Santé humaine et action sociale,92120.0,Non,1980-01-01,1997-08-01,FEDERATION NATIONALE DES SOURDS FRANCE,Point,"[2.316937, 48.820512]"
5103,PME,Active,"[48.760775, 2.305289]",Etablissement non employeur,-1,38459034500029,38459034500029,oui,"Arts, spectacles et activités récréatives",92160.0,Oui,1991-12-20,1993-09-22,ATEL THEATRE HIBOU CIE LUIS JAIME CORTEZ,Point,"[2.305289, 48.760775]"
5104,PME,Active,"[48.867889, 2.370231]",1 ou 2 salariés,01,31863506700040,31863506700032,non,Autres activités de services,75011.0,Non,1980-01-01,2002-06-01,AVENIR POUR L ENFANT DES RIZIERES,Point,"[2.370231, 48.867889]"
5105,,Active,"[48.877552, 2.306525]",,,82491015200019,82491015200019,oui,Autres activités de services,75008.0,Non,2016-06-10,2016-06-10,WAYRA,Point,"[2.306525, 48.877552]"
5106,PME,Active,"[48.831141, 2.309803]",1 ou 2 salariés,01,44370017400032,44370017400024,non,"Arts, spectacles et activités récréatives",75014.0,Non,2002-04-10,2004-01-01,ROYAL ROUVIER CHESS CLUB R2C2,Point,"[2.309803, 48.831141]"
5107,PME,Active,"[48.796054, 2.330992]",1 ou 2 salariés,01,44518194400056,44518194400056,oui,"Arts, spectacles et activités récréatives",94230.0,Oui,2002-12-01,2011-07-01,LA COMPAGNIE DES DRAMATICULES,Point,"[2.330992, 48.796054]"
5108,,Active,"[48.836287, 2.385271]",,,75013721800012,75013721800012,oui,"Arts, spectacles et activités récréatives",75012.0,Non,2011-09-21,2011-09-21,LE M.U.R. XIII.,Point,"[2.385271, 48.836287]"
5109,PME,Active,"[43.599746, 1.442474]",1 ou 2 salariés,01,42503409700039,42503409700039,oui,Autres activités de services,31000.0,Oui,1997-03-04,2006-10-17,ASSOC COOPERATION ENTRE ACTEURS DEVELOPP,Point,"[1.442474, 43.599746]"
5110,PME,Active,"[48.851914, 2.402222]",6 à 9 salariés,03,33933220700028,33933220700010,non,Santé humaine et action sociale,75020.0,Oui,1986-11-15,1986-11-15,LUTINLUNE,Point,"[2.402222, 48.851914]"
5111,,Active,"[48.848452, 2.399542]",,,79917987400018,79917987400018,oui,Autres activités de services,75020.0,Non,2005-10-13,2005-10-13,CHAMPS ELYSEES DU 20E (COURS DE VINCENNES PLAINE LAGNY),Point,"[2.399542, 48.848452]"
5112,,Active,"[48.893408, 2.344752]",,,79943568000027,79943568000019,non,"Arts, spectacles et activités récréatives",75018.0,Non,2013-10-05,2013-10-05,TERMOS,Point,"[2.344752, 48.893408]"
5113,,Active,"[48.852861, 2.339526]",Etablissement non employeur,-1,40482612500019,40482612500019,oui,Autres activités de services,75006.0,Non,1993-01-01,1993-01-01,ARS MATHEMATICA,Point,"[2.339526, 48.852861]"
5114,,Active,"[48.819058, 2.322556]",,,53315188200016,53315188200016,oui,Autres activités de services,92120.0,Non,2010-04-13,2010-04-13,AGWAIRA,Point,"[2.322556, 48.819058]"
5115,,Active,"[48.851944, 2.373141]",,,52071918800028,52071918800010,non,Autres activités de services,75012.0,Non,1998-06-11,1998-06-11,CHANTAL MAUDUIT NAMASTE,Point,"[2.373141, 48.851944]"
5116,,Active,"[48.845103, 2.272363]",,,53906109300016,53906109300016,oui,"Arts, spectacles et activités récréatives",75016.0,Non,2011-07-08,2011-07-08,ASSOCIATION CLUB OMNISPORTS DU 16,Point,"[2.272363, 48.845103]"
5117,PME,Active,"[48.856228, 2.426138]",1 ou 2 salariés,01,52966914500037,52966914500011,non,Information et communication,93100.0,Oui,2010-10-21,2010-10-21,BELLADONE,Point,"[2.426138, 48.856228]"
5118,PME,Active,"[48.898296, 2.092432]",Etablissement non employeur,-1,43416364800042,43416364800042,oui,"Arts, spectacles et activités récréatives",78100.0,Oui,2001-01-01,2012-12-28,LE PASSAGE,Point,"[2.092432, 48.898296]"
5119,,Active,"[48.817877, 2.292868]",,,50026478300019,50026478300019,oui,Autres activités de services,92240.0,Non,1996-05-30,1996-05-30,ASSOCIATION URBAINE CULTURE PRODUCTION,Point,"[2.292868, 48.817877]"
5120,PME,Active,"[48.872191, 2.38757]",3 à 5 salariés,02,53071863400047,53071863400021,non,"Arts, spectacles et activités récréatives",75020.0,Non,2011-02-08,2011-11-14,LA MECANIQUE DE L INSTANT,Point,"[2.38757, 48.872191]"
5121,PME,Active,"[48.740312, 2.347488]",6 à 9 salariés,03,33255425200038,33255425200038,oui,"Arts, spectacles et activités récréatives",91320.0,Oui,1985-05-01,2002-03-15,ESPACE MUSICAL,Point,"[2.347488, 48.740312]"
5122,PME,Active,"[48.830071, 2.346111]",10 à 19 salariés,11,78454347200012,78454347200012,oui,Santé humaine et action sociale,75013.0,Oui,1900-01-01,1900-01-01,DISPENSAIRE HAHNEMANN,Point,"[2.346111, 48.830071]"
5123,PME,Active,"[48.858124, 2.397783]",0 salarié,00,82747777900017,82747777900017,oui,"Arts, spectacles et activités récréatives",75020.0,Oui,2017-01-18,2017-01-18,COLLECTIF DU PRELUDE,Point,"[2.397783, 48.858124]"
5124,PME,Active,"[48.861266, 2.378502]",0 salarié,00,50979667800027,50979667800027,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,2008-09-15,2011-08-01,ASS YK PROJECTS,Point,"[2.378502, 48.861266]"
5125,,Active,"[48.856849, 2.43732]",Etablissement non employeur,-1,45210342700012,45210342700012,oui,"Arts, spectacles et activités récréatives",93100.0,Non,2002-09-01,2002-09-01,CLAP NOIR,Point,"[2.43732, 48.856849]"
5126,PME,Active,"[48.99823, 2.347091]",3 à 5 salariés,02,83329878900037,83329878900011,non,"Arts, spectacles et activités récréatives",95350.0,Non,2017-10-19,2017-10-19,LA COMPAGNIE DU CREPUSCULE,Point,"[2.347091, 48.99823]"
5127,PME,Active,"[48.807819, 2.419175]",1 ou 2 salariés,01,78959879400020,78959879400012,non,Autres activités de services,94140.0,Oui,2011-11-28,2011-11-28,J'AIME LE VERT,Point,"[2.419175, 48.807819]"
5128,PME,Active,"[48.870718, 2.356411]",Etablissement non employeur,-1,38490602000019,38490602000019,oui,Autres activités de services,75010.0,Oui,1990-11-21,1990-11-21,L ASSOCIATION DU 41,Point,"[2.356411, 48.870718]"
5129,PME,Active,"[45.765306, 4.835535]",1 ou 2 salariés,01,49388855600021,49388855600021,oui,"Arts, spectacles et activités récréatives",69001.0,Oui,2006-11-12,2007-04-25,BLOFFIQUE THEATRE,Point,"[4.835535, 45.765306]"
5130,PME,Active,"[48.890069, 2.347335]",,,53802536200020,53802536200020,oui,Autres activités de services,75018.0,Oui,2011-07-05,2016-04-08,FIBROME INFO FRANCE,Point,"[2.347335, 48.890069]"
5131,PME,Active,"[48.766136, 2.285772]",6 à 9 salariés,03,50017689600040,50017689600016,non,Autres activités de services,92290.0,Oui,2006-11-14,2006-11-14,GROUPE SOS PULSE,Point,"[2.285772, 48.766136]"
5132,,Active,"[48.867634, 2.379038]",,,53415664100035,53415664100027,non,Autres activités de services,75011.0,Non,2011-07-27,2013-10-15,EN AVANT TOUTE II,Point,"[2.379038, 48.867634]"
5133,PME,Active,"[48.84747, 2.306071]",10 à 19 salariés,11,82262630500038,82262630500012,non,Autres activités de services,75015.0,Oui,2016-07-27,2016-07-27,EXPERIMENTATION TERRITORIALE CONTRE LE CHOMAGE DE LONGUE DUREE,Point,"[2.306071, 48.84747]"
5134,,Active,"[48.863941, 2.276653]",,,52815162400012,52815162400012,oui,Autres activités de services,75016.0,Non,2009-04-10,2009-04-10,COMITE D'ENTENTE DES ASSOCIATIONS D'ANCIENS COMBATTANTS ET VICTIME DE GUERRE DU 16EMME ARRONDISSEMENT,Point,"[2.276653, 48.863941]"
5135,,Active,"[48.913972, 2.271514]",,,82939205900012,82939205900012,oui,Autres activités de services,92270.0,Non,2003-06-16,2003-06-16,ASSOCIATION POUR LES FEMMES DE DOUBLE CULTURE,Point,"[2.271514, 48.913972]"
5136,,Active,,,,49405929800021,49405929800013,non,Autres activités de services,75116.0,Non,1994-01-08,1994-01-08,ANFFMRF,,
5137,PME,Active,"[48.880853, 2.371478]",6 à 9 salariés,03,53417019600032,53417019600016,non,Enseignement,75019.0,Oui,2011-09-01,2011-09-01,PRIM'ADAL,Point,"[2.371478, 48.880853]"
5138,PME,Active,"[48.875968, 2.33209]",50 à 99 salariés,21,31528108900021,31528108900021,oui,Enseignement,75009.0,Oui,1979-01-01,1980-03-01,A.P.E.S.D.A.M.M,Point,"[2.33209, 48.875968]"
5139,PME,Active,"[48.795737, 2.325141]",1 ou 2 salariés,01,43416100600011,43416100600011,oui,Autres activités de services,94230.0,Oui,2000-03-28,2000-03-28,LA BOUILLOIRE,Point,"[2.325141, 48.795737]"
5140,PME,Active,"[48.877911, 2.388085]",1 ou 2 salariés,01,51770639600010,51770639600010,oui,Activités financières et d'assurance,75019.0,Oui,2009-09-01,2009-09-01,BUREAU 66,Point,"[2.388085, 48.877911]"
5141,PME,Active,"[48.844759, 2.279597]",1 ou 2 salariés,01,42938631100014,42938631100014,oui,Enseignement,75015.0,Oui,1958-04-19,1958-04-19,CHOEURS D ENFANTS DE ST CHRISTOPHE,Point,"[2.279597, 48.844759]"
5142,PME,Active,"[48.87555, 2.345414]",Etablissement non employeur,-1,78418022600036,78418022600036,oui,Santé humaine et action sociale,75009.0,Oui,1900-01-01,2002-03-29,UNION CATHOLIQ THEATRE MUSIQ,Point,"[2.345414, 48.87555]"
5143,PME,Active,"[48.952414, 2.268041]",Etablissement non employeur,-1,79277042200022,79277042200014,non,Enseignement,95100.0,Oui,2013-05-02,2013-05-02,COMPAGNIE MINUIT10,Point,"[2.268041, 48.952414]"
5144,PME,Active,"[48.866013, 2.39564]",Etablissement non employeur,-1,39045006200059,39045006200042,non,"Arts, spectacles et activités récréatives",75020.0,Oui,1990-12-07,2012-03-09,CHAMADA DE ANGOLA,Point,"[2.39564, 48.866013]"
5145,PME,Active,"[48.888588, 2.317713]",1 ou 2 salariés,01,80026174500023,80026174500015,non,Autres activités de services,75017.0,Non,2013-12-17,2013-12-17,ART EN VILLE,Point,"[2.317713, 48.888588]"
5146,,Active,"[48.854288, 2.351089]",,,53846310000023,53846310000015,non,Autres activités de services,75004.0,Non,1969-03-27,1969-03-27,FEDERATION DES ANCIENS COMBATTANTS ET RESISTANTS DE LA PREFECTURE DE POLICE FURPP FACRDIPVGPP,Point,"[2.351089, 48.854288]"
5147,,Active,"[48.887852, 2.296969]",,,50474356800025,50474356800025,oui,Autres activités de services,75017.0,Non,2008-01-01,2013-02-13,RESEAU FIVOARANA DEVELOPPEMENT,Point,"[2.296969, 48.887852]"
5148,,Active,"[48.844419, 2.378322]",Etablissement non employeur,-1,34915214000027,34915214000027,oui,Santé humaine et action sociale,75012.0,Non,1988-12-15,1989-03-01,LA CORDE RAIDE,Point,"[2.378322, 48.844419]"
5149,PME,Active,"[48.843615, 2.410387]",,,75237294600026,75237294600018,non,Autres activités de services,75012.0,Non,2012-03-01,2012-03-01,FORUM FRANCE ALGERIE,Point,"[2.410387, 48.843615]"
5150,PME,Active,"[48.877987, 2.388104]",1 ou 2 salariés,01,47934675100049,47934675100023,non,"Arts, spectacles et activités récréatives",75019.0,Non,2004-09-25,2010-04-28,LES CHOSES DE RIEN,Point,"[2.388104, 48.877987]"
5151,PME,Active,"[48.870938, 2.305916]",6 à 9 salariés,03,53417106100045,53417106100037,non,"Activités spécialisées, scientifiques et techniques",75008.0,Oui,2011-09-01,2013-07-04,GEMPLOI PARIS REGION,Point,"[2.305916, 48.870938]"
5152,PME,Active,"[48.701054, 6.174383]",1 ou 2 salariés,01,53783418600018,53783418600018,oui,Autres activités de services,54000.0,Oui,2011-08-09,2011-08-09,FRANCE ET MAROC AU COEUR - DES PROJETS SOLIDAIRES POUR LE DEVELOPPEMENT HUMAIN DES DEUX PAYS (AFEMAC),Point,"[6.174383, 48.701054]"
5153,,Active,"[48.858534, 2.370401]",,,79829955800014,79829955800014,oui,Autres activités de services,75011.0,Non,2001-04-10,2001-04-10,LIONS-CLUB PARIS ILE DE LA CITE,Point,"[2.370401, 48.858534]"
5154,PME,Active,"[48.880406, 2.376545]",3 à 5 salariés,02,52484658100022,52484658100022,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2010-09-10,2015-06-01,JUDO CLUB BOLIVAR,Point,"[2.376545, 48.880406]"
5155,PME,Active,"[48.871857, 2.37846]",Etablissement non employeur,-1,50947053000015,50947053000015,oui,Autres activités de services,75020.0,Oui,2002-01-30,2002-01-30,LA MAISON DE LA PLAGE,Point,"[2.37846, 48.871857]"
5156,PME,Active,,1 ou 2 salariés,01,44449742400028,44449742400010,non,"Arts, spectacles et activités récréatives",76620.0,Oui,2002-09-17,2002-09-17,ASSOCIATION LA BAZOOKA,,
5157,PME,Active,"[48.874941, 2.37697]",Etablissement non employeur,-1,49207792000022,49207792000022,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2006-06-08,2012-11-14,THEODOROS GROUP,Point,"[2.37697, 48.874941]"
5158,PME,Active,"[48.874401, 2.39901]",10 à 19 salariés,11,52438736200014,52438736200014,oui,Santé humaine et action sociale,75020.0,Oui,2010-04-28,2010-04-28,CLUBHOUSE FRANCE,Point,"[2.39901, 48.874401]"
5159,,Active,"[48.872194, 2.40473]",Etablissement non employeur,-1,44828649200013,44828649200013,oui,"Arts, spectacles et activités récréatives",75020.0,Non,1998-02-20,1998-02-20,CLUB PARACHUTISTES AVIATEURS FRANCAIS,Point,"[2.40473, 48.872194]"
5160,,Active,"[48.869254, 2.398472]",Etablissement non employeur,-1,44339906800016,44339906800016,oui,Autres activités de services,75020.0,Non,1999-12-02,1999-12-02,UNION DES ASSOCIATIONS CITE BONNIER,Point,"[2.398472, 48.869254]"
5161,PME,Active,"[48.630001, 2.360986]",Etablissement non employeur,-1,45245491100028,45245491100010,non,"Arts, spectacles et activités récréatives",91700.0,Oui,2004-02-06,2004-02-06,MARIE FRANCE AZIZ,Point,"[2.360986, 48.630001]"
5162,PME,Active,"[48.85696, 2.359961]",,,50189509800017,50189509800017,oui,Autres activités de services,75004.0,Non,2007-10-23,2007-10-23,BREAK DANCE CREW,Point,"[2.359961, 48.85696]"
5163,PME,Active,"[48.834594, 2.366347]",1 ou 2 salariés,01,53209553600027,53209553600019,non,"Arts, spectacles et activités récréatives",75013.0,Non,2010-11-24,2010-11-24,BRUIT QUI ROULE,Point,"[2.366347, 48.834594]"
5164,PME,Active,"[48.933855, 2.221125]",Etablissement non employeur,-1,40390086300024,40390086300016,non,"Arts, spectacles et activités récréatives",95870.0,Non,1995-07-01,1995-07-01,AU NOM DE LA MEMOIRE,Point,"[2.221125, 48.933855]"
5165,PME,Active,"[48.81653, 2.284603]",1 ou 2 salariés,01,44271356600028,44271356600028,oui,"Arts, spectacles et activités récréatives",92170.0,Oui,2002-04-01,2009-10-19,COMPAGNIE DU SINGE DEBOUT,Point,"[2.284603, 48.81653]"
5166,PME,Active,"[43.364217, 5.32084]",3 à 5 salariés,02,50048925700039,50048925700039,oui,"Arts, spectacles et activités récréatives",13016.0,Oui,2007-08-17,2012-06-30,AGENCE DE VOYAGES IMAGINAIRES,Point,"[5.32084, 43.364217]"
5167,ETI,Active,"[48.83217, 2.344355]",1 000 à 1 999 salariés,42,77566205900465,77566205900465,oui,Santé humaine et action sociale,75013.0,Oui,1900-01-01,2009-06-29,COMITE ETUDES SOINS AUX POLYHANDICAPES,Point,"[2.344355, 48.83217]"
5168,,Active,"[48.867731, 2.377852]",,,79285775700019,79285775700019,oui,Autres activités de services,75011.0,Non,2005-06-10,2005-06-10,ASSOCIATION D HISTOIRE SOCIALE CGT ET DE SOLIDARITE DES USINES CITROEN,Point,"[2.377852, 48.867731]"
5169,PME,Active,"[48.894126, 2.327634]",Etablissement non employeur,-1,44350402200023,44350402200023,oui,Autres activités de services,75017.0,Non,2002-01-01,2006-09-11,ASSOC COMMERCANTS AVENUE DE SAINT-OUEN,Point,"[2.327634, 48.894126]"
5170,,Active,"[48.894302, 2.36191]",,,80396165500013,80396165500013,oui,Autres activités de services,75018.0,Non,2014-06-25,2014-06-25,LES GENS DE COTTIN,Point,"[2.36191, 48.894302]"
5171,,Active,"[48.884024, 2.340654]",,,51822459700014,51822459700014,oui,"Arts, spectacles et activités récréatives",75018.0,Non,2009-09-30,2009-09-30,ASS SPORTIVE DU COLLEGE YVONNE LE TAC,Point,"[2.340654, 48.884024]"
5172,PME,Active,"[48.827697, 2.345257]",0 salarié,00,42124794100022,42124794100022,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,1998-10-01,2002-03-15,COMPAGNIE LES PETITS CHANTIERS,Point,"[2.345257, 48.827697]"
