categorieentreprise,geolocetablissement,trancheeffectifsunitelegale,trancheeffectifsunitelegaletriable,siretsiegeunitelegale,siret,etablissementsiege,codepostaletablissement,caractereemployeurunitelegale,datecreationunitelegale,datecreationetablissement,denominationunitelegale,adresseetablissementcomplete
Non productif,"[48.844419, 2.378322]",Etablissement non employeur,-1,34915214000027,34915214000027,1,75012,0,1988-12-15,1989-03-01,LA CORDE RAIDE,"6 PLACE RUTEBEUF, 75012 PARIS 12"
PME,"[48.843615, 2.410387]",Etablissement non employeur,-1,75237294600026,75237294600018,0,75012,0,2012-03-01,2012-03-01,FORUM FRANCE ALGERIE,"68 BOULEVARD SOULT, 75012 PARIS 12"
PME,"[48.877987, 2.388104]",1 ou 2 salariés,1,47934675100049,47934675100023,0,75019,0,2004-09-25,2010-04-28,LES CHOSES DE RIEN,"68 RUE DE LA VILLETTE, 75019 PARIS 19"
PME,"[48.870938, 2.305916]",6 à 9 salariés,3,53417106100045,53417106100037,0,75008,1,2011-09-01,2013-07-04,GEMPLOI PARIS REGION,"128 RUE LA BOETIE, 75008 PARIS 8"
PME,"[48.701054, 6.174383]",1 ou 2 salariés,1,53783418600018,53783418600018,1,54000,1,2011-08-09,2011-08-09,FRANCE ET MAROC AU COEUR - DES PROJETS SOLIDAIRES POUR LE DEVELOPPEMENT HUMAIN DES DEUX PAYS (AFEMAC),"1 RUE DU JOLI COEUR, 54000 NANCY"
Non productif,"[48.858534, 2.370401]",Etablissement non employeur,-1,79829955800014,79829955800014,1,75011,0,2001-04-10,2001-04-10,LIONS-CLUB PARIS ILE DE LA CITE,"1 RUE NICOLAS APPERT, 75011 PARIS 11"
PME,"[48.880406, 2.376545]",3 à 5 salariés,2,52484658100022,52484658100022,1,75019,1,2010-09-10,2015-06-01,JUDO CLUB BOLIVAR,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
PME,"[48.871857, 2.37846]",Etablissement non employeur,-1,50947053000015,50947053000015,1,75020,1,2002-01-30,2002-01-30,LA MAISON DE LA PLAGE,"18 RUE DENOYEZ, 75020 PARIS 20"
PME,"[49.5039949,0.122207]",1 ou 2 salariés,1,44449742400028,44449742400010,0,76620,1,2002-09-17,2002-09-17,ASSOCIATION LA BAZOOKA,"55 RUE DU 329E RGT D'INFANTERIE, 76620 LE HAVRE"
PME,"[48.874941, 2.37697]",Etablissement non employeur,-1,49207792000022,49207792000022,1,75019,1,2006-06-08,2012-11-14,THEODOROS GROUP,"10 ALLÉE PERNETTE DU GUILLET, 75019 PARIS 19"
PME,"[48.874401, 2.39901]",10 à 19 salariés,11,52438736200014,52438736200014,1,75020,1,2010-04-28,2010-04-28,CLUBHOUSE FRANCE,"43 RUE DU TELEGRAPHE, 75020 PARIS 20"
Non productif,"[48.872194, 2.40473]",Etablissement non employeur,-1,44828649200013,44828649200013,1,75020,0,1998-02-20,1998-02-20,CLUB PARACHUTISTES AVIATEURS FRANCAIS,"118 AVENUE GAMBETTA, 75020 PARIS 20"
Non productif,"[48.869254, 2.398472]",Etablissement non employeur,-1,44339906800016,44339906800016,1,75020,0,1999-12-02,1999-12-02,UNION DES ASSOCIATIONS CITE BONNIER,"16 RUE HELENE JAKUBOWICZ, 75020 PARIS 20"
PME,"[48.630001, 2.360986]",Etablissement non employeur,-1,45245491100028,45245491100010,0,91700,1,2004-02-06,2004-02-06,MARIE FRANCE AZIZ,"12 RUE ROGER CLAVIER, 91700 FLEURY-MEROGIS"
PME,"[48.85696, 2.359961]",Etablissement non employeur,-1,50189509800017,50189509800017,1,75004,0,2007-10-23,2007-10-23,BREAK DANCE CREW,"14 RUE DES ROSIERS, 75004 PARIS 4"
PME,"[48.834594, 2.366347]",1 ou 2 salariés,1,53209553600027,53209553600019,0,75013,0,2010-11-24,2010-11-24,BRUIT QUI ROULE,"64 BOULEVARD VINCENT AURIOL, 75013 PARIS 13"
PME,"[48.933855, 2.221125]",Etablissement non employeur,-1,40390086300024,40390086300016,0,95870,0,1995-07-01,1995-07-01,AU NOM DE LA MEMOIRE,"2 ALLÉE GEORGES BIZET, 95870 BEZONS"
PME,"[48.81653, 2.284603]",1 ou 2 salariés,1,44271356600028,44271356600028,1,92170,1,2002-04-01,2009-10-19,COMPAGNIE DU SINGE DEBOUT,"12 RUE DU DOC GEORGES LAFOSSE, 92170 VANVES"
PME,"[43.364217, 5.32084]",3 à 5 salariés,2,50048925700039,50048925700039,1,13016,1,2007-08-17,2012-06-30,AGENCE DE VOYAGES IMAGINAIRES,"117 TRAVERSE BOVIS, 13016 MARSEILLE 16"
ETI,"[48.83217, 2.344355]",1 000 à 1 999 salariés,42,77566205900465,77566205900465,1,75013,1,1900-01-01,2009-06-29,COMITE ETUDES SOINS AUX POLYHANDICAPES,"62 RUE DE LA GLACIERE, 75013 PARIS 13"
Non productif,"[48.867731, 2.377852]",Etablissement non employeur,-1,79285775700019,79285775700019,1,75011,0,2005-06-10,2005-06-10,ASSOCIATION D HISTOIRE SOCIALE CGT ET DE SOLIDARITE DES USINES CITROEN,"94 RUE JEAN PIERRE TIMBAUD, 75011 PARIS 11"
PME,"[48.894126, 2.327634]",Etablissement non employeur,-1,44350402200023,44350402200023,1,75017,0,2002-01-01,2006-09-11,ASSOC COMMERCANTS AVENUE DE SAINT-OUEN,"103 AVENUE DE SAINT OUEN, 75017 PARIS 17"
Non productif,"[48.894302, 2.36191]",Etablissement non employeur,-1,80396165500013,80396165500013,1,75018,0,2014-06-25,2014-06-25,LES GENS DE COTTIN,"14 RUE JEAN COTTIN, 75018 PARIS 18"
Non productif,"[48.884024, 2.340654]",Etablissement non employeur,-1,51822459700014,51822459700014,1,75018,0,2009-09-30,2009-09-30,ASS SPORTIVE DU COLLEGE YVONNE LE TAC,"7 RUE YVONNE LE TAC, 75018 PARIS 18"
PME,"[48.827697, 2.345257]",0 salarié,0,42124794100022,42124794100022,1,75013,1,1998-10-01,2002-03-15,COMPAGNIE LES PETITS CHANTIERS,"4 RUE WURTZ, 75013 PARIS 13"
Non productif,"[48.835341, 2.30214]",Etablissement non employeur,-1,48469647100024,48469647100016,0,75015,0,2005-06-21,2005-06-21,ASSOCIATION CULTURELLE ET EVENEMENTIELLE DU 15EME ARRONDISSEMENT DE PARIS (ACE 15),"60 RUE DOMBASLE, 75015 PARIS 15"
PME,"[48.894302, 2.36191]",Etablissement non employeur,-1,81512750100030,81512750100014,0,75018,0,2015-08-30,2015-08-30,ON A PENSE A UN TRUC,"14 RUE JEAN COTTIN, 75018 PARIS 18"
PME,"[48.874579, 2.405374]",Etablissement non employeur,-1,50931852300024,50931852300016,0,75020,0,2008-08-13,2008-08-13,LA COMPAGNIE FAMILLE MUNDI,"227 AVENUE GAMBETTA, 75020 PARIS 20"
PME,"[48.882071, 2.375307]",Etablissement non employeur,-1,42883996300017,42883996300017,1,75019,0,1998-01-01,1998-01-01,ASSOCIATION APRES LA PLUIE,"4 SQUARE DES BOULEAUX, 75019 PARIS 19"
PME,"[48.89481, 2.156725]",3 à 5 salariés,2,50814180100045,50814180100011,0,78400,0,2008-08-08,2008-08-08,COMPAGNIE OUI AUJOURD'HUI,"43 ROUTE DE CARRIERES S SEINE, 78400 CHATOU"
PME,"[48.823521, 2.346608]",50 à 99 salariés,21,41044324600054,41044324600054,1,75013,1,1996-11-08,2010-02-26,ASS REGIONALE INTEGRATION DES SOURDS,"90 RUE BARRAULT, 75013 PARIS 13"
Non productif,"[48.853243, 2.399065]",Etablissement non employeur,-1,48797858700011,48797858700011,1,75020,0,2004-06-09,2004-06-09,ASS REUNION DAGANA,"6 IMPASSE ROLLEBOISE, 75020 PARIS 20"
Non productif,"[48.827731, 2.341809]",Etablissement non employeur,-1,44946577200019,44946577200019,1,75013,0,2003-01-27,2003-01-27,BALLE AU BUT,"129 RUE DE LA SANTE, 75013 PARIS 13"
Non productif,"[48.847634, 2.464808]",Etablissement non employeur,-1,81785662800018,81785662800018,1,94120,0,2015-03-17,2015-03-17,IGEM PARIS ACADEMIC CANCEROLOGY TEAM,"6 RUE PIERRE DULAC, 94120 FONTENAY-SOUS-BOIS"
PME,"[48.846901, 2.351569]",Etablissement non employeur,-1,52380934100010,52380934100010,1,75005,1,2010-02-15,2010-02-15,L' AS DE TREFLE,"29 RUE MONGE, 75005 PARIS 5"
PME,"[48.84378, 2.338652]",Etablissement non employeur,-1,44511658500016,44511658500016,1,75006,1,2002-02-06,2002-02-06,SOCIETE DE MEDECINE ET PSYCHANALYSE SMP,"66 BOULEVARD SAINT MICHEL, 75006 PARIS 6"
Non productif,"[48.788799, 2.442388]",Etablissement non employeur,-1,51049513800016,51049513800016,1,94000,0,2001-05-30,2001-05-30,CAP SOLIDARITES ASS ETUDIANTS  MASTER GESTION  L'HUMANITAIRE DEVELOPPEMENT GESTION ONG,"61 AVENUE DU GENERAL DE GAULLE, 94000 CRETEIL"
Non productif,"[48.895815, 2.332816]",Etablissement non employeur,-1,44806372700011,44806372700011,1,75018,0,1988-11-17,1988-11-17,ASSOC SPORTIVE COLLEGE HECTOR BERLIOZ,"17 RUE GEORGETTE AGUTTE, 75018 PARIS 18"
PME,"[48.883827, 2.38449]",3 à 5 salariés,2,78477864900011,78477864900011,1,75019,1,1900-01-01,1900-01-01,INSTITUT THEOLOGIE ORTHODOXE,"93 RUE DE CRIMEE, 75019 PARIS 19"
Non productif,"[2.2765832,48.858836]",Etablissement non employeur,-1,82806266100016,82806266100016,1,75116,0,2017-01-24,2017-01-24,LES DISCOURS,"85 AVENUE PAUL DOUMER, 75116 PARIS 16"
Non productif,"[48.82543, 2.318782]",Etablissement non employeur,-1,81770505600015,81770505600015,1,75014,0,2015-12-02,2015-12-02,BENEVOLE AT HOME,"76 RUE DES PLANTES, 75014 PARIS 14"
Non productif,"[48.861266, 2.378502]",Etablissement non employeur,-1,52525718400016,52525718400016,1,75011,0,2007-12-28,2007-12-28,ONZE MILLE POTES,"8 RUE DU GENERAL RENAULT, 75011 PARIS 11"
Non productif,"[48.450828, 2.058549]",Etablissement non employeur,-1,53492132500013,53492132500013,1,91150,0,1996-10-22,1996-10-22,COMITE DE PROMOTION DE LA FETE FORAINE FRACAISE,"11 RUE DE CHALO, 91150 BOUTERVILLIERS"
Non productif,"[48.845577, 2.397369]",Etablissement non employeur,-1,50226792500019,50226792500019,1,75012,1,2007-07-13,2007-07-13,COMPAGNIE LES PIETONS,"13 AVENUE DE ST MANDE, 75012 PARIS 12"
Non productif,"[48.884528, 2.383924]",Etablissement non employeur,-1,53084805000023,53084805000015,0,75019,0,2011-01-06,2011-01-06,CULTURES DIVERSITE ET SANTE LGBT,"110 RUE DE CRIMEE, 75019 PARIS 19"
Non productif,"[48.894149, 2.338453]",Etablissement non employeur,-1,53828880400023,53828880400015,0,75018,0,2011-10-20,2011-10-20,FESTIVAL POINTDOC,"7 RUE DU POLE NORD, 75018 PARIS 18"
PME,"[42.686851, 2.887636]",1 ou 2 salariés,1,48190511500012,48190511500012,1,66000,1,2002-03-11,2002-03-11,COMPAGNIE TROUPUSCULE THEATRE,"31 BOULEVARD NUNGESSER ET COLI, 66000 PERPIGNAN"
PME,"[48.84634, 2.328547]",200 à 249 salariés,31,77566461800011,77566461800011,1,75006,1,1900-01-01,1900-01-01,ALLIANCE FRANCAISE PARIS ILE DE FRANCE,"101 BOULEVARD RASPAIL, 75006 PARIS 6"
Non productif,"[48.871009, 2.36148]",Etablissement non employeur,-1,81515814200027,81515814200019,0,75010,0,2015-11-11,2015-11-11,SMMMILE,"39 RUE DE LANCRY, 75010 PARIS 10"
Non productif,"[48.769566, 2.458963]",Etablissement non employeur,-1,83509138000039,83509138000013,0,94000,1,2017-06-20,2017-06-20,LE GRAND CHELEM,"5 AVENUE MAGELLAN, 94000 CRETEIL"
Non productif,"[48.875848, 2.374188]",Etablissement non employeur,-1,80308429200025,80308429200025,1,75019,0,2005-08-03,2014-09-05,LE TERRIER D HEGESIPPE,"8 RUE BURNOUF, 75019 PARIS 19"
Non productif,"[48.872156, 2.327289]",Etablissement non employeur,-1,80291060400015,80291060400015,1,75009,0,2013-12-19,2013-12-19,CONVERGENCES,"33 RUE GODOT DE MAUROY, 75009 PARIS 9"
PME,"[48.872174, 2.381359]",10 à 19 salariés,11,43824331300014,43824331300014,1,75020,1,2001-05-04,2001-05-04,ASSOCIATION LES BRIGANDS,"9 RUE LESAGE, 75020 PARIS 20"
PME,"[48.824523, 2.320598]",Etablissement non employeur,-1,32830634500039,32830634500039,1,75014,1,1979-03-06,2013-01-29,ASS NATIONALE POUR LES SOURDS-AVEUGLES,"153 BOULEVARD BRUNE, 75014 PARIS 14"
Non productif,"[48.836756, 2.295153]",Etablissement non employeur,-1,44381971900024,44381971900016,0,75015,0,1999-07-01,1999-07-01,ACTION MERES POUR ENFANCE SANS DROGUE,"334 RUE DE VAUGIRARD, 75015 PARIS 15"
Non productif,"[48.885702, 2.354525]",Etablissement non employeur,-1,81979575800013,81979575800013,1,75018,0,2015-07-07,2015-07-07,SOLIDARITES SAINT BERNARD,"6 RUE SAINT LUC, 75018 PARIS 18"
PME,"[48.861859, 2.370089]",1 ou 2 salariés,1,53492362800018,53492362800018,1,75011,1,2011-10-01,2011-10-01,COMPAGNIE ISAO,"6 PASSAGE SAINT SEBASTIEN, 75011 PARIS 11"
PME,"[48.890069, 2.347335]",Etablissement non employeur,-1,39391520200047,39391520200047,1,75018,0,1993-11-01,2005-04-01,ABHINAYA,"15 PASSAGE RAMEY, 75018 PARIS 18"
Non productif,"[48.875188, 2.34311]",Etablissement non employeur,-1,42841961800023,42841961800023,1,75009,0,1967-03-01,2012-07-23,ASS  DES COMMERCANTS DE LA RUE CADET,"11 RUE CADET, 75009 PARIS 9"
Non productif,"[48.86606, 2.377194]",Etablissement non employeur,-1,51935741200047,51935741200013,0,75011,0,2009-11-30,2009-11-30,ASSOCIATION BACH COLLEGIUM PARIS,"102 RUE SAINT MAUR, 75011 PARIS 11"
Non productif,"[48.845461, 2.341627]",Etablissement non employeur,-1,41801822200020,41801822200012,0,75005,0,1981-02-05,1981-02-05,ASSOCIATION DES ARTISTES DU 5 EME,"17 RUE GAY LUSSAC, 75005 PARIS 5"
Non productif,"[48.848099, 2.308001]",Etablissement non employeur,-1,75216425100023,75216425100015,0,75007,0,2012-04-20,2012-04-20,PARIS OPERA AWARDS,"7 RUE ALBERT DE LAPPARENT, 75007 PARIS 7"
PME,"[48.877623, 2.344828]",1 ou 2 salariés,1,31863612300016,31863612300016,1,75009,1,1980-01-01,1980-01-01,CTRE DOCUMENTATION TIERS MONDE,"20 RUE MARGUERITE DE ROCHECHOUART, 75009 PARIS 9"
PME,"[48.849352, 2.392708]",Etablissement non employeur,-1,42394867800010,42394867800010,1,75011,0,1999-07-02,1999-07-02,COORDINATION POUR L'AFRIQUE DEMAIN,"5 RUE IMMEUBLES-INDUSTRIELS, 75011 PARIS 11"
PME,"[48.830031, 2.314561]",Etablissement non employeur,-1,53486845000014,53486845000014,1,75014,1,2011-03-29,2011-03-29,AFRIKA TISS,"11 RUE JONQUOY, 75014 PARIS 14"
Non productif,"[48.87236, 2.387125]",Etablissement non employeur,-1,80506754300027,80506754300019,0,75020,0,2014-06-30,2014-06-30,ZONE VIVE,"64 RUE DES PYRENEES, 75020 PARIS 20"
Non productif,"[48.879242, 2.397316]",Etablissement non employeur,-1,49021814600028,49021814600028,1,75019,0,2006-03-10,2016-06-01,LA PLUME BENEVOLE APB 19E,"17 RUE JANSSEN, 75019 PARIS 19"
PME,"[48.826001, 2.326619]",6 à 9 salariés,3,81219894300027,81219894300027,1,75014,1,2015-06-15,2015-08-18,MAD 75 SPORT & LOISIRS,"99 AVENUE DU GENERAL LECLERC, 75014 PARIS 14"
Non productif,"[48.873344, 2.381882]",Etablissement non employeur,-1,53796102100012,53796102100012,1,75019,0,2011-10-20,2011-10-20,ASSOCIATION COLLECTIF COURT,"59 RUE DE BELLEVILLE, 75019 PARIS 19"
PME,"[48.885093, 2.435348]",1 ou 2 salariés,1,41321960100023,41321960100023,1,93230,1,1997-05-20,1999-01-01,L'ENVOLEE,"1 AVENUE PAUL VAILLANT COUTURIER, 93230 ROMAINVILLE"
PME,"[48.698057, 2.323949]",1 ou 2 salariés,1,44302153000029,44302153000011,0,91420,1,2001-10-15,2001-10-15,COLLECTIF AUTRUCHE,"2 AVENUE DU VAL, 91420 MORANGIS"
Non productif,"[48.843658, 2.322901]",Etablissement non employeur,-1,80092966300014,80092966300014,1,75015,0,2014-02-20,2014-02-20,ASSOCIATION NATIONALE AGIR,"3 RUE DE L ARRIVEE, 75015 PARIS 15"
PME,"[48.84369, 2.340575]",1 ou 2 salariés,1,82857703100010,82857703100010,1,75005,1,2017-03-20,2017-03-20,LALLIANSE POUR L'INNOVATION EN SANTE,"12 RUE DE L ABBE DE L EPEE, 75005 PARIS 5"
Non productif,"[48.877248, 2.371593]",Etablissement non employeur,-1,51342118000037,51342118000011,0,75019,0,2007-01-30,2007-01-30,FESTIVAL ETUDIANT CONTRE LE RACISME ET LES DISCRIMINATIONS,"112 BOULEVARD DE LA VILLETTE, 75019 PARIS 19"
PME,"[49.190942, -0.375222]",1 ou 2 salariés,1,42272026800073,42272026800065,0,14000,1,1999-01-20,2011-01-01,COMPAGNIE AKSELERE,"65 RUE DES ROSIERS, 14000 CAEN"
Non productif,"[48.824875, 2.316349]",Etablissement non employeur,-1,83834760700015,83834760700015,1,75014,0,2018-01-19,2018-01-19,COMPAGNIE GREGORY DUVALL (CIE GD),"13 AVENUE DU GENERAL MAISTRE, 75014 PARIS 14"
PME,"[48.861911, 2.376652]",0 salarié,0,53744700500019,53744700500019,1,75011,1,2011-09-01,2011-09-01,COMPTOIR DE LA VOUTE,"13 RUE SAINT AMBROISE, 75011 PARIS 11"
Non productif,"[48.881327, 2.352474]",Etablissement non employeur,-1,45137529900018,45137529900018,1,75010,0,2000-02-03,2000-02-03,L'OURS ACROBATE,"19 RUE ST VINCENT DE PAUL, 75010 PARIS 10"
PME,"[48.861581, 2.365752]",100 à 199 salariés,22,78422809000105,78422809000105,1,75003,1,1900-01-01,1989-03-01,SECOURS POPULAIRE FRANCAIS,"9 RUE FROISSART, 75003 PARIS 3"
Non productif,"[48.873965, 2.371636]",Etablissement non employeur,-1,53399052900018,53399052900018,1,75010,0,2011-06-24,2011-06-24,RIOPLATENSE,"18 RUE JEAN ET MARIE MOINON, 75010 PARIS 10"
PME,"[48.880978, 2.335937]",1 ou 2 salariés,1,53176968500029,53176968500029,1,75009,0,2011-01-20,2014-05-14,GRAINES DE FRANCE,"54 RUE JEAN BAPTISTE PIGALLE, 75009 PARIS 9"
PME,"[48.824339, 2.347659]",10 à 19 salariés,11,37974428700044,37974428700044,1,75013,1,1990-09-17,2013-04-15,ASS LA PASSERELLE,"42 RUE DE LA COLONIE, 75013 PARIS 13"
Non productif,"[48.898668, 2.325041]",Etablissement non employeur,-1,51288909800012,51288909800012,1,75017,0,2008-12-29,2008-12-29,SECOURS AUX ENFANTS DEMUNIS D'HAITI,"18 RUE LOUIS LOUCHEUR, 75017 PARIS 17"
Non productif,"[48.843765, 2.384948]",Etablissement non employeur,-1,50267880800010,50267880800010,1,75012,0,2002-09-26,2002-09-26,LA TROUPE DES VOYAGES DE BADROULBOUDOUR,"173 RUE DE CHARENTON, 75012 PARIS 12"
PME,"[48.851962, 2.355816]",Etablissement non employeur,-1,48029558300011,48029558300011,1,75004,1,2004-10-06,2004-10-06,SIGNES DE NUITS,"18 RUE BUDE, 75004 PARIS 4"
PME,"[48.869237, 2.334618]",3 à 5 salariés,2,37785246200011,37785246200011,1,75002,1,1989-09-01,1989-09-01,CHOEUR REGIONAL VITTORIA D'ILE DE FRANCE,"4 RUE DE LA MICHODIERE, 75002 PARIS 2"
Non productif,"[48.883451, 2.368745]",Etablissement non employeur,-1,54003621700011,54003621700011,1,75010,0,2011-06-08,2011-06-08,ASSOCIATION  BE KHE BALLAN (ABKB),"9 PLACE LA BATAILLE DE STALINGRAD, 75010 PARIS 10"
PME,"[45.773577, 4.797534]",10 à 19 salariés,11,31922324400058,31922324400058,1,69009,1,1980-01-01,2001-07-01,CIE DE DANSE HALLET EGHAYAN,"65 RUE DU BOURBONNAIS, 69009 LYON 9EME"
PME,"[48.861566, 2.382336]",1 ou 2 salariés,1,79964150100025,79964150100017,0,75011,1,2013-11-27,2013-11-27,LES GRIOTTES,"115 RUE DU CHEMIN VERT, 75011 PARIS 11"
Non productif,"[48.831219, 2.367826]",Etablissement non employeur,-1,79896237900011,79896237900011,1,75013,0,2012-09-28,2012-09-28,SEE A PARIS,"9 IMPASSE CLISSON, 75013 PARIS 13"
PME,"[48.648181, 1.858353]",0 salarié,0,75098970900027,75098970900027,1,78120,1,2011-08-26,2013-08-17,LE CHANT DES RIVES,"2 ALLÉE DES ANEMONES, 78120 RAMBOUILLET"
PME,"[48.792607, 1.79034]",1 ou 2 salariés,1,53802748300030,53802748300022,0,78490,1,2010-12-02,2012-11-05,LES FUGACES LE LIEU,"4 RUE DE LA TUILERIE, 78490 GALLUIS"
PME,"[48.853375, 2.405561]",50 à 99 salariés,21,41218715500186,41218715500129,0,75020,1,1997-05-05,2013-06-18,ASSOCIATION CORDIA,"1 VILLA DES PYRENEES, 75020 PARIS 20"
PME,"[48.864299, 2.38042]",10 à 19 salariés,11,82172705400016,82172705400016,1,75011,1,2016-06-05,2016-06-05,EACH ONE,"79 AVENUE DE LA REPUBLIQUE, 75011 PARIS 11"
Non productif,"[48.86994, 2.391501]",Etablissement non employeur,-1,80356566200019,80356566200019,1,75020,0,2014-05-12,2014-05-12,STOMAN'S PHOTO PROJECT,"17 RUE DE L ERMITAGE, 75020 PARIS 20"
Non productif,"[48.850389, 2.309917]",Etablissement non employeur,-1,80521875700013,80521875700013,1,75007,0,2003-06-25,2003-06-25,ENGLISH SPEAKING BRANCHE PARISIENNE DE L'UNION E.S.U. PARIS,"8 VILLA DE SEGUR, 75007 PARIS 7"
PME,"[48.882486, 2.289295]",1 ou 2 salariés,1,47956137500029,47956137500011,0,75017,1,1999-07-01,1999-07-01,ASS CULTURELLE EDUCATIVE ET DE LOISIRS,"8 RUE ROGER BACON, 75017 PARIS 17"
PME,"[48.850803, 2.361863]",Etablissement non employeur,-1,53347630500016,53347630500016,1,75004,1,2011-06-01,2011-06-01,LES BALADES MYSTERIEUSES A PARIS,"4 RUE SAINT LOUIS EN L'ILE, 75004 PARIS 4"
Non productif,"[48.892949, 2.343294]",Etablissement non employeur,-1,43035574300021,43035574300013,0,75018,0,2000-01-06,2000-01-06,MOSKOVA,"5 RUE DU POTEAU, 75018 PARIS 18"
PME,"[48.852645, 2.391732]",1 ou 2 salariés,1,44328191000010,44328191000010,1,75011,1,2002-05-01,2002-05-01,QUILOMBO PROJECTION,"21 RUE VOLTAIRE, 75011 PARIS 11"
Non productif,"[48.852081, 2.387917]",Etablissement non employeur,-1,48185677100011,48185677100011,1,75011,0,1993-11-11,1993-11-11,ASS SPORTIVE DU COLL PILATRE DE ROZIER,"5 RUE BOUVIER, 75011 PARIS 11"
PME,"[44.820416, -0.56408]",Etablissement non employeur,-1,83098993500044,83098993500028,0,33800,0,2017-06-28,2018-07-14,LET'S FOOD,"124 RUE BAUDUCHEU, 33800 BORDEAUX"
PME,"[48.617573, 2.464891]",Etablissement non employeur,-1,80447994700025,80447994700025,1,91100,1,2014-06-20,2016-06-18,ASSOCIATION COMPAGNIE INTERFERENCES,"15 AVENUE STRATHKELVIN, 91100 CORBEIL-ESSONNES"
PME,"[48.848743, 2.36827]",Etablissement non employeur,-1,49208096500014,49208096500014,1,75012,1,2006-08-01,2006-08-01,OBSERVATOIRE DES USAGERS DE L ASSAINISSEMENT EN IDF,"2 RUE JULES CESAR, 75012 PARIS 12"
PME,"[48.814273, 2.359546]",1 ou 2 salariés,1,47989502100034,47989502100034,1,94270,1,2004-10-01,2009-12-01,PARLEZ CITES,"11 RUE DU 14 JUILLET, 94270 LE KREMLIN-BICETRE"
Non productif,"[48.890221, 2.336269]",Etablissement non employeur,-1,51533175900016,51533175900016,1,75018,0,1994-10-26,1994-10-26,RAFALE OLYMPIQUE CLUB,"79 RUE LAMARCK, 75018 PARIS 18"
Non productif,"[48.877779, 2.291031]",Etablissement non employeur,-1,50749858200018,50749858200018,1,75017,0,2008-04-23,2008-04-23,COMITE I. DE F. PARLEMENT EUROPEEN DES JEUNES-F,"6 RUE DES COLONELS RENARD, 75017 PARIS 17"
Non productif,"[48.75395, 2.499502]",Etablissement non employeur,-1,82957657800019,82957657800019,1,94470,0,2017-04-24,2017-04-24,RIVALSKOOL,"3 PLACE DE LA BOULAIE, 94470 BOISSY-SAINT-LEGER"
Non productif,"[48.823506, 2.355544]",Etablissement non employeur,-1,51519898400020,51519898400020,1,75013,0,1981-05-27,2015-02-18,LES CANONNIERS DE MENILMONTANT,"29 RUE DAMESME, 75013 PARIS 13"
PME,"[48.840209, 2.36322]",Etablissement non employeur,-1,45162133800016,45162133800016,1,75013,0,1990-11-28,1990-11-28,ASSOCIATION CENTRE SCOLAIRE GEORG HEUYER,"47 BOULEVARD DE L HOPITAL, 75013 PARIS 13"
PME,"[48.831832, 2.295756]",1 ou 2 salariés,1,80446818900027,80446818900027,1,75015,1,2014-09-08,2016-03-06,RYTHME & GYM PARIS,"22 RUE DE LA SAIDA, 75015 PARIS 15"
PME,"[48.883029, 2.272131]",Etablissement non employeur,-1,78850702800017,78850702800017,1,92200,1,2012-06-29,2012-06-29,CAFES FILOUS,"25 RUE LOUIS PHILIPPE, 92200 NEUILLY-SUR-SEINE"
PME,"[48.836003, 2.312531]",Etablissement non employeur,-1,79857982700014,79857982700014,1,75015,1,2013-10-16,2013-10-16,"ASSOCIATION SEDRAS 15EME (SPORT , EDUCATION, DIALOGUE, RENCONTRE, ACTION SOLIDARITE)","15 RUE GEORGES DUHAMEL, 75015 PARIS 15"
PME,"[48.86937, 2.377619]",Etablissement non employeur,-1,50459151200018,50459151200018,1,75011,1,2007-11-05,2007-11-05,MUSICREATION,"89 RUE DE LA FONTAINE AU ROI, 75011 PARIS 11"
PME,"[45.036273, 3.88787]",6 à 9 salariés,3,42943043200055,42943043200048,0,43000,1,2000-01-14,2006-07-01,THEATRE DE ROMETTE,"63 AVENUE MARECHAL FOCH, 43000 LE PUY-EN-VELAY"
PME,"[48.875378, 2.406192]",3 à 5 salariés,2,31827651600032,31827651600024,0,75020,1,1980-01-01,1991-08-31,CLUB DES FRANCAIS VOLANTS,"148 AVENUE GAMBETTA, 75020 PARIS 20"
Non productif,"[48.881784, 2.36872]",Etablissement non employeur,-1,79370894200016,79370894200016,1,75010,0,2013-05-07,2013-05-07,PINK PARKOUR,"206 QUAI DE VALMY, 75010 PARIS 10"
Non productif,"[48.842206, 2.348293]",Etablissement non employeur,-1,79299553200019,79299553200019,1,75005,0,2007-06-06,2007-06-06,SCRIBE PARIS SOLIDARITE CHRETIENNE RESOLUMENT INTERNATIONALE POUR LE FINANCEMENT DE BOURSES D ETUDES,"37 RUE TOURNEFORT, 75005 PARIS 5"
PME,"[48.863531, 2.421828]",1 ou 2 salariés,1,81119578300014,81119578300014,1,93170,1,2015-04-01,2015-04-01,CINEMALIN,"33 RUE DE LA CAPSULERIE, 93170 BAGNOLET"
